date,day_of_week,montemp_fth,,rain,snow,holiday,local_event,end_of_month,people
2020-06-28,Sunday,6,56.3,0,0,0,0,1,45
2020-06-29,Monday,6,55.0,0,0,0,0,1,35
2020-06-30,Tuesday,6,52.2,1,0,0,0,1,43
2020-07-01,Wednesday,7,68.7,0,0,0,0,0,41
2020-07-02,Thursday,7,78.0,0,0,0,0,0,38
2020-07-03,Friday,7,60.7,1,0,0,0,0,43
2020-07-04,Saturday,7,72.7,0,0,1,0,0,59
2020-07-05,Sunday,7,66.6,1,0,0,0,0,36
2020-07-06,Monday,7,68.1,0,0,0,0,0,34
2020-07-07,Tuesday,7,78.2,0,0,0,0,0,40
2020-07-08,Wednesday,7,72.2,1,0,0,0,0,43
2020-07-09,Thursday,7,76.8,1,0,0,0,0,39
2020-07-10,Friday,7,78.4,1,0,0,0,0,36
2020-07-11,Saturday,7,66.3,0,0,0,0,0,49
2020-07-12,Sunday,7,77.5,0,0,0,0,0,49
2020-07-13,Monday,7,81.7,1,0,0,0,0,39
2020-07-14,Tuesday,7,77.9,1,0,0,0,0,42
2020-07-15,Wednesday,7,75.3,0,0,0,0,0,37
2020-07-16,Thursday,7,71.6,0,0,0,0,0,36
2020-07-17,Friday,7,69.6,0,0,0,0,0,38
2020-07-18,Saturday,7,70.0,0,0,0,0,0,45
2020-07-19,Sunday,7,74.4,0,0,0,0,0,48
2020-07-20,Monday,7,76.7,0,0,0,1,0,44
2020-07-21,Tuesday,7,76.4,0,0,0,0,0,37
2020-07-22,Wednesday,7,65.6,1,0,0,0,0,37
2020-07-23,Thursday,7,75.4,1,0,0,0,0,39
2020-07-24,Friday,7,74.1,0,0,0,0,0,38
2020-07-25,Saturday,7,74.2,0,0,0,1,0,48
2020-07-26,Sunday,7,70.8,0,0,0,0,0,51
2020-07-27,Monday,7,83.3,0,0,0,0,1,44
2020-07-28,Tuesday,7,75.6,0,0,0,1,1,45
2020-07-29,Wednesday,7,64.7,0,0,0,0,1,40
2020-07-30,Thursday,7,75.7,0,0,0,0,1,36
2020-07-31,Friday,7,72.0,0,0,0,1,1,55
2020-08-01,Saturday,8,83.5,0,0,0,0,0,48
2020-08-02,Sunday,8,77.3,0,0,0,0,0,41
2020-08-03,Monday,8,71.6,1,0,0,0,0,41
2020-08-04,Tuesday,8,76.3,0,0,0,0,0,40
2020-08-05,Wednesday,8,79.6,1,0,0,0,0,42
2020-08-06,Thursday,8,63.5,0,0,0,0,0,24
2020-08-07,Friday,8,65.5,1,0,0,0,0,43
2020-08-08,Saturday,8,71.8,0,0,0,0,0,45
2020-08-09,Sunday,8,78.4,0,0,0,0,0,44
2020-08-10,Monday,8,82.1,0,0,0,0,0,38
2020-08-11,Tuesday,8,72.4,0,0,0,1,0,39
2020-08-12,Wednesday,8,72.7,1,0,0,0,0,48
2020-08-13,Thursday,8,82.5,0,0,0,0,0,36
2020-08-14,Friday,8,80.7,0,0,0,0,0,39
2020-08-15,Saturday,8,69.9,0,0,0,0,0,39
2020-08-16,Sunday,8,70.2,0,0,0,1,0,51
2020-08-17,Monday,8,71.3,0,0,0,0,0,37
2020-08-18,Tuesday,8,75.8,1,0,0,0,0,26
2020-08-19,Wednesday,8,68.3,1,0,0,0,0,38
2020-08-20,Thursday,8,79.2,0,0,0,0,0,44
2020-08-21,Friday,8,77.4,1,0,0,0,0,35
2020-08-22,Saturday,8,81.2,0,0,0,0,0,48
2020-08-23,Sunday,8,68.8,1,0,0,1,0,55
2020-08-24,Monday,8,65.4,0,0,0,0,0,35
2020-08-25,Tuesday,8,89.6,0,0,0,0,0,31
2020-08-26,Wednesday,8,78.0,1,0,0,0,0,39
2020-08-27,Thursday,8,69.4,0,0,0,0,1,39
2020-08-28,Friday,8,63.9,0,0,0,1,1,44
2020-08-29,Saturday,8,77.7,0,0,0,0,1,54
2020-08-30,Sunday,8,76.6,0,0,0,0,1,43
2020-08-31,Monday,8,78.0,0,0,0,0,1,43
2020-09-01,Tuesday,9,67.9,0,0,0,0,0,43
2020-09-02,Wednesday,9,39.5,1,0,0,0,0,45
2020-09-03,Thursday,9,66.8,0,0,0,0,0,37
2020-09-04,Friday,9,54.7,0,0,0,0,0,46
2020-09-05,Saturday,9,55.1,0,0,0,0,0,42
2020-09-06,Sunday,9,54.0,0,0,0,0,0,45
2020-09-07,Monday,9,60.1,1,0,0,0,0,37
2020-09-08,Tuesday,9,51.6,0,0,0,0,0,46
2020-09-09,Wednesday,9,54.6,1,0,0,0,0,46
2020-09-10,Thursday,9,64.5,0,0,0,0,0,32
2020-09-11,Friday,9,56.9,1,0,0,0,0,43
2020-09-12,Saturday,9,63.1,0,0,0,0,0,46
2020-09-13,Sunday,9,61.7,0,0,0,0,0,50
2020-09-14,Monday,9,61.1,0,0,0,0,0,36
2020-09-15,Tuesday,9,59.5,0,0,0,0,0,33
2020-09-16,Wednesday,9,64.0,0,0,0,0,0,37
2020-09-17,Thursday,9,50.1,1,0,0,0,0,50
2020-09-18,Friday,9,47.7,0,0,0,0,0,42
2020-09-19,Saturday,9,56.0,0,0,0,0,0,44
2020-09-20,Sunday,9,56.0,0,0,0,0,0,45
2020-09-21,Monday,9,73.9,1,0,0,0,0,38
2020-09-22,Tuesday,9,56.1,0,0,0,0,0,36
2020-09-23,Wednesday,9,50.6,0,0,0,0,0,33
2020-09-24,Thursday,9,50.7,0,0,0,0,0,37
2020-09-25,Friday,9,64.3,0,0,0,1,0,44
2020-09-26,Saturday,9,60.4,0,0,0,0,0,45
2020-09-27,Sunday,9,48.7,0,0,0,0,1,58
2020-09-28,Monday,9,57.0,0,0,0,0,1,50
2020-09-29,Tuesday,9,55.8,0,0,0,0,1,51
2020-09-30,Wednesday,9,45.8,1,0,0,0,1,47
2020-10-01,Thursday,10,61.3,0,0,0,0,0,37
2020-10-02,Friday,10,57.2,0,0,0,0,0,42
2020-10-03,Saturday,10,39.9,0,0,0,0,0,51
2020-10-04,Sunday,10,61.1,1,0,0,0,0,53
2020-10-05,Monday,10,48.8,0,0,0,0,0,30
2020-10-06,Tuesday,10,54.2,0,0,0,0,0,38
2020-10-07,Wednesday,10,75.1,0,0,0,0,0,38
2020-10-08,Thursday,10,71.9,1,0,0,0,0,41
2020-10-09,Friday,10,64.3,1,0,0,0,0,30
2020-10-10,Saturday,10,57.0,0,0,0,0,0,45
2020-10-11,Sunday,10,50.9,0,0,0,0,0,45
2020-10-12,Monday,10,56.6,0,0,0,0,0,38
2020-10-13,Tuesday,10,69.3,0,0,0,0,0,38
2020-10-14,Wednesday,10,48.4,1,0,0,0,0,38
2020-10-15,Thursday,10,50.7,1,0,0,0,0,45
2020-10-16,Friday,10,61.0,0,0,0,0,0,36
2020-10-17,Saturday,10,60.5,0,0,0,0,0,52
2020-10-18,Sunday,10,61.9,0,0,0,0,0,45
2020-10-19,Monday,10,66.5,0,0,0,0,0,38
2020-10-20,Tuesday,10,52.7,0,0,0,0,0,34
2020-10-21,Wednesday,10,65.0,0,0,0,0,0,38
2020-10-22,Thursday,10,64.0,1,0,0,0,0,49
2020-10-23,Friday,10,58.9,0,0,0,0,0,32
2020-10-24,Saturday,10,62.4,0,0,0,0,0,45
2020-10-25,Sunday,10,52.1,0,0,0,0,0,47
2020-10-26,Monday,10,56.9,0,0,0,0,0,36
2020-10-27,Tuesday,10,53.5,0,0,0,0,1,37
2020-10-28,Wednesday,10,66.2,0,0,0,0,1,34
2020-10-29,Thursday,10,54.0,1,0,0,0,1,47
2020-10-30,Friday,10,64.0,0,0,0,0,1,47
2020-10-31,Saturday,10,54.1,0,0,0,0,1,54
2020-11-01,Sunday,11,35.1,0,0,0,0,0,44
2020-11-02,Monday,11,41.8,0,0,0,0,0,37
2020-11-03,Tuesday,11,38.4,0,0,0,0,0,35
2020-11-04,Wednesday,11,37.5,0,0,0,1,0,38
2020-11-05,Thursday,11,44.0,0,0,0,0,0,30
2020-11-06,Friday,11,52.7,0,0,0,0,0,46
2020-11-07,Saturday,11,37.9,0,0,0,1,0,51
2020-11-08,Sunday,11,39.6,0,0,0,0,0,52
2020-11-09,Monday,11,30.5,1,0,0,0,0,49
2020-11-10,Tuesday,11,36.0,1,0,0,0,0,38
2020-11-11,Wednesday,11,33.7,0,0,0,0,0,51
2020-11-12,Thursday,11,34.3,0,0,0,0,0,46
2020-11-13,Friday,11,47.2,0,0,0,0,0,42
2020-11-14,Saturday,11,33.2,0,0,0,0,0,45
2020-11-15,Sunday,11,41.3,0,0,0,0,0,42
2020-11-16,Monday,11,38.7,0,0,0,0,0,31
2020-11-17,Tuesday,11,37.5,0,0,0,0,0,35
2020-11-18,Wednesday,11,39.7,0,0,0,0,0,33
2020-11-19,Thursday,11,43.5,1,0,0,0,0,41
2020-11-20,Friday,11,49.3,0,0,0,0,0,40
2020-11-21,Saturday,11,40.0,0,0,0,0,0,45
2020-11-22,Sunday,11,34.7,0,0,0,0,0,54
2020-11-23,Monday,11,37.8,0,0,0,0,0,33
2020-11-24,Tuesday,11,52.4,0,0,0,0,0,38
2020-11-25,Wednesday,11,37.3,0,0,0,0,0,37
2020-11-26,Thursday,11,35.0,1,0,1,0,0,44
2020-11-27,Friday,11,42.1,0,0,0,0,1,46
2020-11-28,Saturday,11,43.4,0,0,0,0,1,51
2020-11-29,Sunday,11,50.9,0,0,0,0,1,50
2020-11-30,Monday,11,42.1,0,0,0,1,1,49
2020-12-01,Tuesday,12,1.6,1,0,0,0,0,55
2020-12-02,Wednesday,12,20.3,1,1,0,0,0,52
2020-12-03,Thursday,12,11.7,0,1,0,0,0,57
2020-12-04,Friday,12,12.1,1,1,0,0,0,56
2020-12-05,Saturday,12,-5.9,0,0,0,0,0,57
2020-12-06,Sunday,12,26.7,1,0,0,0,0,57
2020-12-07,Monday,12,26.2,0,1,0,0,0,52
2020-12-08,Tuesday,12,16.9,0,0,0,0,0,53
2020-12-09,Wednesday,12,-3.3,0,1,0,0,0,56
2020-12-10,Thursday,12,7.0,1,0,0,0,0,59
2020-12-11,Friday,12,12.9,0,0,0,0,0,54
2020-12-12,Saturday,12,25.8,0,0,0,0,0,53
2020-12-13,Sunday,12,12.9,1,1,0,0,0,67
2020-12-14,Monday,12,16.6,0,0,0,1,0,67
2020-12-15,Tuesday,12,39.5,1,0,0,0,0,39
2020-12-16,Wednesday,12,32.8,0,0,0,0,0,43
2020-12-17,Thursday,12,38.0,0,1,0,0,0,41
2020-12-18,Friday,12,22.6,1,0,0,0,0,58
2020-12-19,Saturday,12,40.2,1,1,0,0,0,47
2020-12-20,Sunday,12,23.4,0,0,0,0,0,67
2020-12-21,Monday,12,19.1,1,0,0,0,0,51
2020-12-22,Tuesday,12,20.5,0,1,0,0,0,56
2020-12-23,Wednesday,12,13.3,0,1,0,0,0,57
2020-12-24,Thursday,12,9.3,1,1,0,0,0,53
2020-12-25,Friday,12,13.5,0,0,1,0,0,59
2020-12-26,Saturday,12,20.7,0,0,0,0,0,56
2020-12-27,Sunday,12,11.6,0,0,0,1,1,72
2020-12-28,Monday,12,10.1,0,0,0,0,1,54
2020-12-29,Tuesday,12,21.4,0,0,0,0,1,59
2020-12-30,Wednesday,12,16.8,0,1,0,0,1,59
2020-12-31,Thursday,12,21.7,0,0,0,0,1,64
2021-01-01,Friday,1,10.8,0,1,1,0,0,72
2021-01-02,Saturday,1,24.8,0,1,0,0,0,63
2021-01-03,Sunday,1,26.7,0,0,0,0,0,58
2021-01-04,Monday,1,32.6,0,0,0,0,0,47
2021-01-05,Tuesday,1,25.2,0,1,0,0,0,48
2021-01-06,Wednesday,1,23.9,0,0,0,0,0,52
2021-01-07,Thursday,1,32.2,0,1,0,0,0,52
2021-01-08,Friday,1,11.8,1,1,0,0,0,54
2021-01-09,Saturday,1,-2.2,0,0,0,0,0,58
2021-01-10,Sunday,1,31.2,0,0,0,0,0,49
2021-01-11,Monday,1,36.9,1,0,0,0,0,39
2021-01-12,Tuesday,1,19.5,1,0,0,0,0,51
2021-01-13,Wednesday,1,11.7,0,1,0,0,0,55
2021-01-14,Thursday,1,38.0,0,1,0,0,0,48
2021-01-15,Friday,1,15.5,0,1,0,0,0,60
2021-01-16,Saturday,1,29.3,0,0,0,0,0,58
2021-01-17,Sunday,1,26.1,0,1,0,0,0,51
2021-01-18,Monday,1,22.0,0,0,0,0,0,53
2021-01-19,Tuesday,1,13.5,0,1,0,0,0,56
2021-01-20,Wednesday,1,8.5,0,0,0,0,0,53
2021-01-21,Thursday,1,8.6,1,1,0,0,0,64
2021-01-22,Friday,1,13.8,0,0,0,0,0,35
2021-01-23,Saturday,1,17.8,0,1,0,0,0,68
2021-01-24,Sunday,1,23.5,1,1,0,0,0,67
2021-01-25,Monday,1,2.8,0,0,0,0,0,48
2021-01-26,Tuesday,1,24.4,1,1,0,0,0,61
2021-01-27,Wednesday,1,7.6,1,1,0,0,1,64
2021-01-28,Thursday,1,7.0,1,0,0,0,1,49
2021-01-29,Friday,1,23.1,0,0,0,0,1,54
2021-01-30,Saturday,1,7.4,0,1,0,0,1,66
2021-01-31,Sunday,1,12.7,0,0,0,0,1,65
2021-02-01,Monday,2,6.0,0,0,0,0,0,47
2021-02-02,Tuesday,2,13.4,0,0,0,0,0,50
2021-02-03,Wednesday,2,20.4,0,0,0,0,0,54
2021-02-04,Thursday,2,22.7,0,1,0,0,0,48
2021-02-05,Friday,2,7.5,1,0,0,0,0,51
2021-02-06,Saturday,2,31.6,0,1,0,0,0,55
2021-02-07,Sunday,2,22.6,0,1,0,0,0,59
2021-02-08,Monday,2,7.5,1,1,0,0,0,64
2021-02-09,Tuesday,2,22.2,1,1,0,0,0,59
2021-02-10,Wednesday,2,19.0,0,0,0,0,0,50
2021-02-11,Thursday,2,33.0,0,0,0,0,0,44
2021-02-12,Friday,2,36.6,0,0,0,0,0,27
2021-02-13,Saturday,2,10.9,0,1,0,0,0,63
2021-02-14,Sunday,2,36.9,0,0,0,0,0,48
2021-02-15,Monday,2,21.9,1,1,0,0,0,71
2021-02-16,Tuesday,2,11.4,1,1,0,0,0,60
2021-02-17,Wednesday,2,15.0,0,0,0,0,0,49
2021-02-18,Thursday,2,-2.7,0,0,0,0,0,45
2021-02-19,Friday,2,21.2,1,0,0,0,0,52
2021-02-20,Saturday,2,37.9,1,0,0,0,0,56
2021-02-21,Sunday,2,18.1,1,0,0,0,0,49
2021-02-22,Monday,2,-1.0,1,0,0,0,0,53
2021-02-23,Tuesday,2,18.6,0,0,0,0,0,43
2021-02-24,Wednesday,2,6.3,0,1,0,0,0,50
2021-02-25,Thursday,2,22.9,0,0,0,0,0,48
2021-02-26,Friday,2,2.0,0,1,0,0,0,50
2021-02-27,Saturday,2,18.9,0,0,0,0,1,63
2021-02-28,Sunday,2,29.7,0,0,0,0,1,56
2021-03-01,Monday,3,43.4,0,0,0,0,0,37
2021-03-02,Tuesday,3,38.2,0,0,0,0,0,40
2021-03-03,Wednesday,3,35.7,0,0,0,0,0,35
2021-03-04,Thursday,3,51.1,0,0,0,0,0,43
2021-03-05,Friday,3,30.8,0,0,0,0,0,52
2021-03-06,Saturday,3,37.4,0,0,0,0,0,47
2021-03-07,Sunday,3,27.8,0,0,0,0,0,41
2021-03-08,Monday,3,41.6,1,0,0,0,0,41
2021-03-09,Tuesday,3,39.8,1,0,0,0,0,39
2021-03-10,Wednesday,3,34.6,0,0,0,1,0,50
2021-03-11,Thursday,3,41.8,0,0,0,0,0,42
2021-03-12,Friday,3,45.5,0,0,0,0,0,27
2021-03-13,Saturday,3,35.2,0,0,0,0,0,45
2021-03-14,Sunday,3,23.7,0,0,0,0,0,56
2021-03-15,Monday,3,43.8,0,0,0,0,0,35
2021-03-16,Tuesday,3,42.3,1,0,0,0,0,44
2021-03-17,Wednesday,3,43.3,0,0,0,0,0,37
2021-03-18,Thursday,3,53.5,0,0,0,0,0,44
2021-03-19,Friday,3,38.1,0,0,0,0,0,39
2021-03-20,Saturday,3,41.4,0,0,0,1,0,56
2021-03-21,Sunday,3,41.0,0,0,0,0,0,45
2021-03-22,Monday,3,39.3,0,0,0,0,0,44
2021-03-23,Tuesday,3,47.5,0,0,0,0,0,43
2021-03-24,Wednesday,3,39.4,1,0,0,0,0,34
2021-03-25,Thursday,3,36.6,1,0,0,0,0,44
2021-03-26,Friday,3,45.3,1,0,0,0,0,41
2021-03-27,Saturday,3,48.5,1,0,0,0,1,53
2021-03-28,Sunday,3,55.4,0,0,0,0,1,43
2021-03-29,Monday,3,40.9,0,0,0,0,1,43
2021-03-30,Tuesday,3,41.9,0,0,0,0,1,39
2021-03-31,Wednesday,3,37.6,1,0,0,0,1,48
2021-04-01,Thursday,4,35.2,0,0,0,0,0,33
2021-04-02,Friday,4,54.6,0,0,0,0,0,38
2021-04-03,Saturday,4,39.0,0,0,0,0,0,39
2021-04-04,Sunday,4,33.7,0,0,0,0,0,55
2021-04-05,Monday,4,34.8,0,0,0,1,0,49
2021-04-06,Tuesday,4,40.2,1,0,0,0,0,40
2021-04-07,Wednesday,4,36.6,0,0,0,1,0,50
2021-04-08,Thursday,4,21.9,0,0,0,0,0,54
2021-04-09,Friday,4,41.7,0,0,0,0,0,31
2021-04-10,Saturday,4,28.6,0,0,0,0,0,50
2021-04-11,Sunday,4,41.8,1,0,0,0,0,47
2021-04-12,Monday,4,48.3,0,0,0,0,0,46
2021-04-13,Tuesday,4,33.6,1,0,0,0,0,56
2021-04-14,Wednesday,4,46.7,0,0,0,0,0,35
2021-04-15,Thursday,4,40.3,0,0,0,0,0,39
2021-04-16,Friday,4,37.9,0,0,0,0,0,42
2021-04-17,Saturday,4,38.9,1,0,0,0,0,48
2021-04-18,Sunday,4,31.5,1,0,0,0,0,54
2021-04-19,Monday,4,32.3,1,0,0,0,0,54
2021-04-20,Tuesday,4,47.7,1,0,0,0,0,44
2021-04-21,Wednesday,4,38.7,1,0,0,0,0,34
2021-04-22,Thursday,4,37.6,0,0,0,0,0,45
2021-04-23,Friday,4,50.4,0,0,0,0,0,27
2021-04-24,Saturday,4,38.6,0,0,0,0,0,42
2021-04-25,Sunday,4,41.7,0,0,0,0,0,44
2021-04-26,Monday,4,46.1,0,0,0,0,0,38
2021-04-27,Tuesday,4,36.2,1,0,0,0,1,52
2021-04-28,Wednesday,4,44.3,0,0,0,0,1,41
2021-04-29,Thursday,4,46.9,1,0,0,0,1,43
2021-04-30,Friday,4,46.0,0,0,0,0,1,41
2021-05-01,Saturday,5,65.1,0,0,0,0,0,46
2021-05-02,Sunday,5,71.5,0,0,0,0,0,47
2021-05-03,Monday,5,56.7,0,0,0,0,0,38
2021-05-04,Tuesday,5,44.9,0,0,0,0,0,30
2021-05-05,Wednesday,5,59.3,0,0,0,0,0,40
2021-05-06,Thursday,5,64.8,0,0,0,0,0,36
2021-05-07,Friday,5,53.1,0,0,0,0,0,37
2021-05-08,Saturday,5,68.6,1,0,0,0,0,54
2021-05-09,Sunday,5,61.9,0,0,0,0,0,43
2021-05-10,Monday,5,57.9,1,0,0,0,0,35
2021-05-11,Tuesday,5,64.9,0,0,0,0,0,36
2021-05-12,Wednesday,5,59.8,0,0,0,0,0,38
2021-05-13,Thursday,5,66.5,0,0,0,0,0,38
2021-05-14,Friday,5,61.8,0,0,0,0,0,37
2021-05-15,Saturday,5,64.3,1,0,0,0,0,48
2021-05-16,Sunday,5,63.5,1,0,0,0,0,45
2021-05-17,Monday,5,59.2,0,0,0,0,0,30
2021-05-18,Tuesday,5,59.9,0,0,0,0,0,31
2021-05-19,Wednesday,5,52.1,0,0,0,0,0,41
2021-05-20,Thursday,5,72.6,1,0,0,0,0,34
2021-05-21,Friday,5,59.9,0,0,0,0,0,34
2021-05-22,Saturday,5,57.2,0,0,0,0,0,45
2021-05-23,Sunday,5,46.9,0,0,0,0,0,51
2021-05-24,Monday,5,58.4,1,0,0,0,0,40
2021-05-25,Tuesday,5,62.1,0,0,0,0,0,40
2021-05-26,Wednesday,5,68.0,1,0,0,0,0,33
2021-05-27,Thursday,5,65.0,1,0,0,0,1,41
2021-05-28,Friday,5,60.4,0,0,0,0,1,42
2021-05-29,Saturday,5,64.2,0,0,0,0,1,50
2021-05-30,Sunday,5,51.6,0,0,0,0,1,50
2021-05-31,Monday,5,64.0,0,0,0,0,1,41
2021-06-01,Tuesday,6,61.9,0,0,0,0,0,34
2021-06-02,Wednesday,6,64.3,0,0,0,0,0,35
2021-06-03,Thursday,6,58.5,0,0,0,0,0,32
2021-06-04,Friday,6,58.4,1,0,0,0,0,42
2021-06-05,Saturday,6,52.5,0,0,0,0,0,47
2021-06-06,Sunday,6,74.0,1,0,0,0,0,49
2021-06-07,Monday,6,59.3,1,0,0,0,0,38
2021-06-08,Tuesday,6,69.0,0,0,0,0,0,32
2021-06-09,Wednesday,6,64.0,1,0,0,0,0,39
2021-06-10,Thursday,6,64.9,1,0,0,0,0,45
2021-06-11,Friday,6,65.5,0,0,0,0,0,38
2021-06-12,Saturday,6,56.0,0,0,0,0,0,46
2021-06-13,Sunday,6,60.2,0,0,0,0,0,53
2021-06-14,Monday,6,54.1,0,0,0,0,0,42
2021-06-15,Tuesday,6,67.1,0,0,0,0,0,38
2021-06-16,Wednesday,6,63.9,0,0,0,0,0,44
2021-06-17,Thursday,6,51.9,0,0,0,1,0,48
2021-06-18,Friday,6,58.6,0,0,0,1,0,44
2021-06-19,Saturday,6,71.3,0,0,0,0,0,52
2021-06-20,Sunday,6,59.6,1,0,0,0,0,41
2021-06-21,Monday,6,54.7,1,0,0,0,0,42
2021-06-22,Tuesday,6,70.1,0,0,0,0,0,35
2021-06-23,Wednesday,6,63.1,1,0,0,0,0,48
2021-06-24,Thursday,6,55.3,0,0,0,0,0,34
2021-06-25,Friday,6,54.2,1,0,0,0,0,38
2021-06-26,Saturday,6,72.7,0,0,0,0,0,49
2021-06-27,Sunday,6,60.3,0,0,0,0,1,46
2021-06-28,Monday,6,56.7,1,0,0,0,1,44
2021-06-29,Tuesday,6,38.8,0,0,0,0,1,44
2021-06-30,Wednesday,6,59.4,0,0,0,0,1,45
2021-07-01,Thursday,7,78.4,1,0,0,0,0,35
2021-07-02,Friday,7,69.5,1,0,0,0,0,30
2021-07-03,Saturday,7,67.3,0,0,0,0,0,49
2021-07-04,Sunday,7,69.3,0,0,1,0,0,54
2021-07-05,Monday,7,78.0,0,0,0,0,0,36
2021-07-06,Tuesday,7,75.9,0,0,0,0,0,39
2021-07-07,Wednesday,7,72.9,0,0,0,0,0,43
2021-07-08,Thursday,7,71.0,0,0,0,0,0,37
2021-07-09,Friday,7,73.0,1,0,0,0,0,39
2021-07-10,Saturday,7,72.7,0,0,0,0,0,50
2021-07-11,Sunday,7,84.1,1,0,0,0,0,41
2021-07-12,Monday,7,78.0,0,0,0,0,0,34
2021-07-13,Tuesday,7,79.6,0,0,0,0,0,33
2021-07-14,Wednesday,7,76.4,0,0,0,0,0,46
2021-07-15,Thursday,7,76.7,0,0,0,0,0,40
2021-07-16,Friday,7,84.6,0,0,0,0,0,44
2021-07-17,Saturday,7,74.1,0,0,0,0,0,44
2021-07-18,Sunday,7,83.6,1,0,0,0,0,51
2021-07-19,Monday,7,68.5,0,0,0,1,0,48
2021-07-20,Tuesday,7,71.2,1,0,0,0,0,50
2021-07-21,Wednesday,7,66.3,1,0,0,0,0,47
2021-07-22,Thursday,7,69.9,0,0,0,0,0,38
2021-07-23,Friday,7,79.8,1,0,0,0,0,36
2021-07-24,Saturday,7,66.9,1,0,0,0,0,38
2021-07-25,Sunday,7,77.2,0,0,0,0,0,49
2021-07-26,Monday,7,77.0,0,0,0,0,0,43
2021-07-27,Tuesday,7,75.7,1,0,0,0,1,49
2021-07-28,Wednesday,7,59.2,0,0,0,0,1,43
2021-07-29,Thursday,7,75.5,1,0,0,0,1,45
2021-07-30,Friday,7,85.3,1,0,0,1,1,60
2021-07-31,Saturday,7,80.4,0,0,0,0,1,59
2021-08-01,Sunday,8,67.7,1,0,0,0,0,50
2021-08-02,Monday,8,75.8,0,0,0,0,0,38
2021-08-03,Tuesday,8,77.6,0,0,0,0,0,40
2021-08-04,Wednesday,8,72.3,0,0,0,0,0,40
2021-08-05,Thursday,8,73.0,0,0,0,0,0,44
2021-08-06,Friday,8,74.5,1,0,0,0,0,39
2021-08-07,Saturday,8,73.7,0,0,0,0,0,32
2021-08-08,Sunday,8,65.0,0,0,0,1,0,47
2021-08-09,Monday,8,73.6,0,0,0,0,0,36
2021-08-10,Tuesday,8,68.8,0,0,0,0,0,40
2021-08-11,Wednesday,8,68.7,0,0,0,0,0,34
2021-08-12,Thursday,8,72.6,0,0,0,0,0,38
2021-08-13,Friday,8,72.1,0,0,0,1,0,43
2021-08-14,Saturday,8,74.8,1,0,0,0,0,48
2021-08-15,Sunday,8,74.0,0,0,0,0,0,47
2021-08-16,Monday,8,72.4,1,0,0,0,0,36
2021-08-17,Tuesday,8,81.7,0,0,0,0,0,41
2021-08-18,Wednesday,8,83.7,1,0,0,0,0,40
2021-08-19,Thursday,8,80.3,0,0,0,0,0,29
2021-08-20,Friday,8,80.5,0,0,0,0,0,41
2021-08-21,Saturday,8,71.1,1,0,0,0,0,43
2021-08-22,Sunday,8,77.5,0,0,0,0,0,45
2021-08-23,Monday,8,66.5,0,0,0,0,0,47
2021-08-24,Tuesday,8,78.4,1,0,0,0,0,48
2021-08-25,Wednesday,8,79.5,1,0,0,0,0,38
2021-08-26,Thursday,8,72.5,0,0,0,0,0,47
2021-08-27,Friday,8,72.3,1,0,0,0,1,43
2021-08-28,Saturday,8,85.9,0,0,0,0,1,43
2021-08-29,Sunday,8,75.4,0,0,0,0,1,47
2021-08-30,Monday,8,76.9,0,0,0,0,1,39
2021-08-31,Tuesday,8,84.8,0,0,0,0,1,43
2021-09-01,Wednesday,9,59.1,1,0,0,0,0,34
2021-09-02,Thursday,9,61.0,0,0,0,0,0,33
2021-09-03,Friday,9,62.0,0,0,0,0,0,39
2021-09-04,Saturday,9,47.8,0,0,0,0,0,52
2021-09-05,Sunday,9,57.7,1,0,0,0,0,44
2021-09-06,Monday,9,58.5,1,0,0,0,0,41
2021-09-07,Tuesday,9,62.5,1,0,0,0,0,37
2021-09-08,Wednesday,9,44.0,1,0,0,0,0,41
2021-09-09,Thursday,9,68.8,0,0,0,0,0,39
2021-09-10,Friday,9,55.1,1,0,0,0,0,41
2021-09-11,Saturday,9,52.6,0,0,0,1,0,45
2021-09-12,Sunday,9,59.4,0,0,0,0,0,47
2021-09-13,Monday,9,61.3,0,0,0,0,0,33
2021-09-14,Tuesday,9,66.9,1,0,0,0,0,45
2021-09-15,Wednesday,9,65.4,0,0,0,0,0,44
2021-09-16,Thursday,9,68.7,0,0,0,0,0,34
2021-09-17,Friday,9,75.0,1,0,0,0,0,40
2021-09-18,Saturday,9,52.2,0,0,0,0,0,45
2021-09-19,Sunday,9,60.3,0,0,0,0,0,43
2021-09-20,Monday,9,63.8,0,0,0,0,0,43
2021-09-21,Tuesday,9,42.8,0,0,0,0,0,38
2021-09-22,Wednesday,9,65.8,0,0,0,0,0,38
2021-09-23,Thursday,9,66.7,0,0,0,0,0,42
2021-09-24,Friday,9,63.0,0,0,0,0,0,40
2021-09-25,Saturday,9,44.8,0,0,0,0,0,45
2021-09-26,Sunday,9,55.7,0,0,0,0,0,45
2021-09-27,Monday,9,56.1,0,0,0,0,1,40
2021-09-28,Tuesday,9,49.7,0,0,0,0,1,45
2021-09-29,Wednesday,9,70.8,0,0,0,0,1,38
2021-09-30,Thursday,9,56.0,0,0,0,0,1,48
2021-10-01,Friday,10,67.7,0,0,0,0,0,36
2021-10-02,Saturday,10,59.5,0,0,0,0,0,47
2021-10-03,Sunday,10,63.7,0,0,0,0,0,47
2021-10-04,Monday,10,62.8,1,0,0,0,0,48
2021-10-05,Tuesday,10,64.8,0,0,0,0,0,38
